School Name,Address,Mobile,link
the-german-school,"2, Nyaya Marg, Chanakyapuri New Delhi - 110021, Delhi, India",(011)-41680240,https://targetstudy.com/school/29248/the-german-school/
dhanpatmal-virmani-sr-sce-school,"Block 6, Roop Nagar Delhi - 110007, Delhi, India",_i,https://targetstudy.com/school/34112/dhanpatmal-virmani-sr-sce-school/
di-khan-senior-secondary-school,"#D-1, R Block, New Rajinder Nagar, Ravinder Rangsala New Delhi - 110060, Delhi, India",(011)-28743172,https://targetstudy.com/school/71895/di-khan-senior-secondary-school/
divine-happy-senior-secondary-school,"A-2B, Paschim Vihar New Delhi - 110063, Delhi, India","(011)-25265200, 25268700",https://targetstudy.com/school/51477/divine-happy-senior-secondary-school/
diwan-chand-arya-senior-secondary-school,"Lodhi Colony New Delhi - 110003, Delhi, India",(011)-24694102,https://targetstudy.com/school/65677/diwan-chand-arya-senior-secondary-school/
dn-public-school,"#12, E-Block, Swamy Shradanand ColonyBhalaswa, Haiderpur New Delhi - 110042, Delhi, India",(011)-27812069,https://targetstudy.com/school/2340/dn-public-school/
don-bosco-school,"Alaknanda New Delhi - 110009, Delhi, India",(011)-29217712,https://targetstudy.com/school/2367/don-bosco-school/
doon-public-school,"B-2, Paschim Vihar New Delhi - 110063, Delhi, India","(011)-42316890, 25268686, 25252197",https://targetstudy.com/school/2023/doon-public-school/
doon-public-school,"Dayanand Vihar, Yojana Vihar New Delhi - 110092, Delhi, India",(011)-22140367,https://targetstudy.com/school/71935/doon-public-school/
dps-international,"Senior School:- P-37, Sector VI, Pushp Vihar Saket New Delhi - 110 017, Delhi, India","(011)-29561187, 29564889",https://targetstudy.com/school/2142/dps-international/
radhakrishan-international-school,"Chetak Vithi, C-Block, Defence Colony New Delhi - 110024, Delhi, India","(011)-24233250, 24233252, 24233253",https://targetstudy.com/school/51422/radhakrishan-international-school/
dr-radhakrishnan-international-school,"Chetak Vithi Road, C-Block, Defence Colony New Delhi - 110024, Delhi, India",_i,https://targetstudy.com/school/36789/dr-radhakrishnan-international-school/
dr-rajendra-prasad-government-co-ed-sr-sec-school,"President's Estate New Delhi - 110004, Delhi, India","(011)-23013529, 26888199",https://targetstudy.com/school/37590/dr-rajendra-prasad-government-co-ed-sr-sec-school/
dr-zakir-hussain-memorial-sr-sec-school,"Main Road Jafrabad, Opp. Idgah, New Seelampur, Maujpur Delhi - 110053, Delhi, India","(011)-22198465, 32954305, 22562696",https://targetstudy.com/school/39963/dr-zakir-hussain-memorial-sr-sec-school/
dtea-senior-secondary-school,"Head Office:- Opposite Bunglow No. 46, Lodhi Estate New Delhi - 110043, Delhi, India","(011)-24698537, 24634109",https://targetstudy.com/school/2369/dtea-senior-secondary-school/
dtea-sr-secondary-school,"B1 Janak Puri, Near District Center, Janak Puri New Delhi - 110058, Delhi, India","(011)-25506487, 25557838",https://targetstudy.com/school/29209/dtea-sr-secondary-school/
dtea-srsecschool,"Near Community Center, Laxmi Bai Nagar, Opp. INA Market New Delhi - 110023, Delhi, India","(011)-24103616, 26881175",https://targetstudy.com/school/29210/dtea-srsecschool/
dtea-srsecschool,"Near Nanakpura, Moti Bagh New Delhi - 110022, Delhi, India","(011)-24673726, 26876463",https://targetstudy.com/school/29211/dtea-srsecschool/
dtea-srsecschool,"Pusa Road New Delhi - 110005, Delhi, India","(011)-25743989, 25818581",https://targetstudy.com/school/29212/dtea-srsecschool/
dtea-senior-secondary-school,"Sector IV, Near Ramjas School, R.K. Puram New Delhi - 110022, Delhi, India","(011)-26175045, 26165156",https://targetstudy.com/school/78283/dtea-senior-secondary-school/
dwarka-international-school,"Sector 12, Dwarka New Delhi - 110075, Delhi, India",(011)-46000000,https://targetstudy.com/school/29216/dwarka-international-school/
east-point-school,"FC-26, Dallupura, Vasundhara Enclave New Delhi - 110096, Delhi, India","(011)-22621187, 22621411",https://targetstudy.com/school/64377/east-point-school/
evergreen-public-school,"Vasundhra Enclave New Delhi - 110096, Delhi, India","(011)-43034632, 40502795",https://targetstudy.com/school/2239/evergreen-public-school/
evergreen-public-school,"West Azad Nagar New Delhi - 110051, Delhi, India",(011)-2240702,https://targetstudy.com/school/51983/evergreen-public-school/
faith-academy-senior-secondary-school,"John L. Dorsey Road, Prasad Nagar New Delhi - 110005, Delhi, India","(011)-25715784, 25748208, 25766726",https://targetstudy.com/school/31489/faith-academy-senior-secondary-school/
fatehpuri-muslim-senior-secondary-school,"Katra Baryan, Chandni Chowk New Delhi - 110006, Delhi, India",(011)-23951853,https://targetstudy.com/school/71830/fatehpuri-muslim-senior-secondary-school/
flora-dale-school,"R-Pocket, Dilshad Garden New Delhi - 110095, Delhi, India","(011)-47340931, 47340932",https://targetstudy.com/school/30095/flora-dale-school/
flora-public-school,"J-25, 26, Dilshad Colony New Delhi - 110095, Delhi, India","(011)-22115650, 22111577",https://targetstudy.com/school/64644/flora-public-school/
father-agnel-school,"Gautam Nagar New Delhi - 110049, Delhi, India","(011)-41034441, 41003440",https://targetstudy.com/school/2234/father-agnel-school/
francis-girls-senior-secondary-school,"#17, Daryaganj, Indraprastha New Delhi - 110002, Delhi, India",(011)-23271746,https://targetstudy.com/school/2359/francis-girls-senior-secondary-school/
ga-quetta-dav-sr-sec-school,"Rahim Khan Marg, Nizamuddin New Delhi - 110013, Delhi, India","(011)-24619776, 24627248",https://targetstudy.com/school/37137/ga-quetta-dav-sr-sec-school/
gadodia-girls-senior-secondary-school,"Kucha Natwa, Chandni Chowk New Delhi - 110006, Delhi, India",(011)-23975391,https://targetstudy.com/school/49955/gadodia-girls-senior-secondary-school/
gagan-bharti-public-school,"A-40, Om Vihar, Uttam Nagar New Delhi - 110059, Delhi, India","(011)-25335377, 25333388",https://targetstudy.com/school/31519/gagan-bharti-public-school/
ganga-international-school,"Hiran Kudna, Rohtak Road New Delhi - 110041, Delhi, India",_i,https://targetstudy.com/school/1682/ganga-international-school/
gargiya-world-school,"105, Sector 8, Bagh Dola, BLK A, Dwarka New Delhi - 110075, Delhi, India","(011)-32222230, 32226669",https://targetstudy.com/school/36388/gargiya-world-school/
gd-goenka-public-school,"Behind Sector 10/6 Market, Near Golak Dham, Elephanta Lane, Sector 10, Dwarka New Delhi - 110075, Delhi, India",(011)-47619000,https://targetstudy.com/school/29235/gd-goenka-public-school/
gd-goenka-public-school,"Rohini Sector 9, (Near Japanese Park) New Delhi - 110055, Delhi, India",(011)-27863409,https://targetstudy.com/school/74128/gd-goenka-public-school/
gd-goenka-public-school,"Plot No. 3, Pocket 7, Sector 22, Rohini New Delhi - 110085, Delhi, India","(011)-27582410, 27582411, 27582412",https://targetstudy.com/school/2108/gd-goenka-public-school/
gd-lancer-public-school,"R-3/A3, Sainik Enclave, Mohan Garden New Delhi - 110059, Delhi, India","()-32951488, 32951588",https://targetstudy.com/school/58357/gd-lancer-public-school/
gd-salwan-public,"Pt. Girdhari Lal Salwan Marg, Rajendra Nagar New Delhi - 110060, Delhi, India","(011)-45012859, 25864268",https://targetstudy.com/school/2021/gd-salwan-public/
geeta-bal-bharti-sr-sec-school,"Rajgarh Colony New Delhi - 110031, Delhi, India","(011)-22212543, 22216582, 22426107",https://targetstudy.com/school/31535/geeta-bal-bharti-sr-sec-school/
geeta-senior-secondary-school,"2, J.J. Colony, Sultanpuri New Delhi - 110086, Delhi, India",(011)-25471458,https://targetstudy.com/school/61513/geeta-senior-secondary-school/
general-rajs-school,"Balbir Saxena Marg, Hauz Khas New Delhi - 110016, Delhi, India","(011)-26861006, 26528516",https://targetstudy.com/school/2346/general-rajs-school/
georgi-stoikov-rakovski-sarvodaya-kanya-vidyalaya,"Block-C, Defence Colony, Lajpat Nagar New Delhi - 110024, Delhi, India","(011)-24331083, 24336544",https://targetstudy.com/school/56621/georgi-stoikov-rakovski-sarvodaya-kanya-vidyalaya/
glorious-public-school,"Dharam Kunj Apt, Sector 9, Rohini New Delhi - 110085, Delhi, India","(011)-27554575, 27557249",https://targetstudy.com/school/37572/glorious-public-school/
gl-trehan-saraswati-bal-mandir,"Ring Road, Nehru Nagar New Delhi - 110065, Delhi, India",(011)-29840088,https://targetstudy.com/school/37145/gl-trehan-saraswati-bal-mandir/
gobind-ram-gurukul-sr-sec-school,"Ram Bagh, Old Rohtak Road New Delhi - 110007, Delhi, India","(011)-25506487, 25680498",https://targetstudy.com/school/34071/gobind-ram-gurukul-sr-sec-school/
golden-valley-senior-secondary-public-school,"A-161, Todarmal Colony, Najafgarh New Delhi - 110043, Delhi, India",_i,https://targetstudy.com/school/88235/golden-valley-senior-secondary-public-school/
good-samaritan-school,"Near Sector 8, Jasola Vihar New Delhi - 110025, Delhi, India","(011)-41035311, 40516517",https://targetstudy.com/school/29253/good-samaritan-school/
goodwill-public-school,"Surakh Pur More, Najafgarh New Delhi - 110043, Delhi, India","(011)-28011133, 28013133",https://targetstudy.com/school/50039/goodwill-public-school/
goodley-public-school,"Block B/D, Shalimar Bagh New Delhi - 110088, Delhi, India","(011)-27471797, 27475585",https://targetstudy.com/school/2040/goodley-public-school/
government-boys-senior-secondary-school,"Sector 4, Near Mandangir Jama Masjid, Dr. Ambedkar Nagar-Madangir New Delhi - 110062, Delhi, India",(011)-26055816,https://targetstudy.com/school/71551/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"New Ashok Nagar, Bhajan Pura Delhi - 110096, Delhi, India",(011)-22716090,https://targetstudy.com/school/2240/government-boys-senior-secondary-school/
government-boys-secondary-school,"Burari, North Delhi New Delhi - 110084, Delhi, India",(011)-27619045,https://targetstudy.com/school/34089/government-boys-secondary-school/
government-boys-senior-secondary-school,"Block No. 13, Geeta Colony, Gandhi Nagar New Delhi - 110031, Delhi, India",(011)-22548602,https://targetstudy.com/school/2295/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"Mata Sundari Road, Indraprastha New Delhi - 110002, Delhi, India",(011)-23239835,https://targetstudy.com/school/2360/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"449-465, C-Block Janakpuri Road, RWA Colony, Janakpuri New Delhi - 110058, Delhi, India","(011)-25599569, 25272624",https://targetstudy.com/school/2370/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"New Rohtak Road, Karol Bagh New Delhi - 110005, Delhi, India",(011)-28711785,https://targetstudy.com/school/71530/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"Kidwai Nagar New Delhi - 110023, Delhi, India",(011)-24625144,https://targetstudy.com/school/72406/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"Begumpur Stc., MMTC Colony, Malviya Nagar New Delhi - 110017, Delhi, India",(011)-26855369,https://targetstudy.com/school/71531/government-boys-senior-secondary-school/
govt-boys-sr-sec-school,"Lancers Road, North Delhi New Delhi - 110054, Delhi, India","(011)-23810262, 23518060",https://targetstudy.com/school/34097/govt-boys-sr-sec-school/
government-boys-senior-secondary-school,"Tagore Garden, Rajouri Garden New Delhi - 110027, Delhi, India",(011)-25193279,https://targetstudy.com/school/71552/government-boys-senior-secondary-school/
government-boys-senior-secondary-school,"Lancer Road, Timarpur New Delhi - 110007, Delhi, India",(011)-23810262,https://targetstudy.com/school/71532/government-boys-senior-secondary-school/
govt-boys-sr-sec-school-no-1,"No. 1, Inder Chandra Shastri Marg, Block 19, Shakti Nagar New Delhi - 110007, Delhi, India",(011)-23841621,https://targetstudy.com/school/34085/govt-boys-sr-sec-school-no-1/
government-boys-senior-secondary-school-no-2,"C-Block, Janak Puri New Delhi - 110058, Delhi, India","(011)-25521120 , 25550099",https://targetstudy.com/school/36787/government-boys-senior-secondary-school-no-2/
government-co-ed-secondary-school,"Block 2, Geeta Colony, Gandhi Nagar Delhi - 110031, Delhi, India",(011)-22531437,https://targetstudy.com/school/2296/government-co-ed-secondary-school/
government-co-ed-senior-secondary-school,"Goela Khurd, Chhawla Delhi - 110071, Delhi, India",(011)-25017553,https://targetstudy.com/school/2250/government-co-ed-senior-secondary-school/
govt-girls-sr-sec-school,"Haweli Azam Khan, Asaf Ali Road, Chandni Chowk New Delhi - 110002, Delhi, India",(011)-23289395,https://targetstudy.com/school/2137/govt-girls-sr-sec-school/
government-girls-senior-secondary-school,"Kailash Nagar, Gandhi Nagar New Delhi - 110001, Delhi, India",(011)-22081581,https://targetstudy.com/school/64601/government-girls-senior-secondary-school/
government-girls-senior-seconday-school,"Paharganj New Delhi - 110055, Delhi, India",(011)-23585243,https://targetstudy.com/school/71663/government-girls-senior-seconday-school/
govt-girls-sr-sec-school,"Tomer Colony, Nathupura, Sant Nagar New Delhi - 110084, Delhi, India",(011)-27614837,https://targetstudy.com/school/34088/govt-girls-sr-sec-school/
government-girls-senior-secondary-school,"Sarojini Nagar Delhi - 110001, Delhi, India",(011)-22671061,https://targetstudy.com/school/64604/government-girls-senior-secondary-school/
government-girls-senior-secondary-school,"5th Pushta, Sonia Vihar Delhi - 110001, Delhi, India",(011)-22962162,https://targetstudy.com/school/64603/government-girls-senior-secondary-school/
government-girls-senior-secondary-school,"Subhash Nagar New Delhi - 110027, Delhi, India",(011)-25136808,https://targetstudy.com/school/64606/government-girls-senior-secondary-school/
government-girls-senior-secondary-school,"Tilak Nagar New Delhi - 110001, Delhi, India",(011)-25994464,https://targetstudy.com/school/64607/government-girls-senior-secondary-school/
government-model-senior-secondary-school,"#5 Shyam Nath Marg, Maidens Hotel,Near Modern School New Delhi - 110054, Delhi, India",(011)-23966853,https://targetstudy.com/school/18832/government-model-senior-secondary-school/
government-sarvodaya-bal-vidyalaya,"Rani Jhansi Road New Delhi - 110055, Delhi, India",(011)-23516709,https://targetstudy.com/school/71554/government-sarvodaya-bal-vidyalaya/
government-sarvodaya-bal-vidyalaya,"Pataudi House, Darya Ganj New Delhi - 110002, Delhi, India",(011)-23271170,https://targetstudy.com/school/71900/government-sarvodaya-bal-vidyalaya/
government-sarvodaya-bal-vidyalaya,"C-Block, Dilshad Garden, East Delhi New Delhi - 110095, Delhi, India",(011)-22570581,https://targetstudy.com/school/71555/government-sarvodaya-bal-vidyalaya/
government-sarvodaya-bal-vidyalaya,"Behind Gokhale Market, Gandhi Nagar New Delhi - 110031, Delhi, India",(011)-22512034,https://targetstudy.com/school/2297/government-sarvodaya-bal-vidyalaya/
government-sarvodaya-bal-vidyalaya,"Plot No. 6, Jhandewalan Delhi - 110055, Delhi, India",(011)-27525603,https://targetstudy.com/school/37898/government-sarvodaya-bal-vidyalaya/
government-sarvodaya-bal-vidyalaya,"Nanak Piyau Gurudwara, GT Karnal Road, Rana Pratap Bagh New Delhi - 110007, Delhi, India",(011)-27452877,https://targetstudy.com/school/71556/government-sarvodaya-bal-vidyalaya/
govt-sarvodaya-boys-s-s-school,"Shakti Nagar, C.C. Colony, Near Rana Pratap Bagh New Delhi - 2750047, Delhi, India",(011)-27114016,https://targetstudy.com/school/34073/govt-sarvodaya-boys-s-s-school/
government-sarvodaya-boys-senior-secondary-school,"#1, Jama Masjid Delhi - 110006, Delhi, India","(011)-23250893, 23262653",https://targetstudy.com/school/2266/government-sarvodaya-boys-senior-secondary-school/
government-sarvodaya-co-ed-senior-secondary-school,"Kitchner Road, Malcha Marg, Chanakyapuri Delhi - 110021, Delhi, India","(011)-26116544, 26888199",https://targetstudy.com/school/2244/government-sarvodaya-co-ed-senior-secondary-school/
government-sarvodaya-co-ed-senior-secondary-school,"Dharam Pura, Najafgarh Delhi - 110043, Delhi, India","(011)-25322257, 25321090",https://targetstudy.com/school/71906/government-sarvodaya-co-ed-senior-secondary-school/
govt-sarvodaya-girls-sec-school,"Quresh Nagar, Idgah Raod New Delhi - 110006, Delhi, India",(011)-23626521,https://targetstudy.com/school/34082/govt-sarvodaya-girls-sec-school/
government-sarvodaya-girls-senior-secondary-school,"Mata Sundari Road, Indraprastha New Delhi - 110002, Delhi, India",(011)-23222137,https://targetstudy.com/school/2361/government-sarvodaya-girls-senior-secondary-school/
government-sarvodaya-girls-senior-secondary-school,"A-Block, Janakpuri New Delhi - 110058, Delhi, India",(011)-25501442,https://targetstudy.com/school/2372/government-sarvodaya-girls-senior-secondary-school/
government-sarvodaya-girls-senior-secondary-school,"Padam Nagar New Delhi - 110007, Delhi, India",(011)-23699263,https://targetstudy.com/school/71755/government-sarvodaya-girls-senior-secondary-school/
govt-sarvodaya-girls-sr-sec-school,"Timarput, North Delhi New Delhi - 110054, Delhi, India",(011)-23810198,https://targetstudy.com/school/34094/govt-sarvodaya-girls-sr-sec-school/
government-sarvodaya-kanya-vidyalaya,"Pul Bangash New Delhi - 110006, Delhi, India",(011)-23623249,https://targetstudy.com/school/2267/government-sarvodaya-kanya-vidyalaya/
government-sarvodaya-vidyalaya,"Behind Corporate Park Shaheed Bhai Bal Mukund, Shankaracharya Marg, Civil Lines New Delhi - 110054, Delhi, India",(011)-23972122,https://targetstudy.com/school/2254/government-sarvodaya-vidyalaya/
green-fields-school,"A-2, Block Safdarjung Enclave New Delhi - 110029, Delhi, India","(011)-26101106, 26196337",https://targetstudy.com/school/2037/green-fields-school/
green-view-public-school,"Dwarka Vihar, Kakrola Road, Najafgarh New Delhi - 110043, Delhi, India",(011)-25322826,https://targetstudy.com/school/31607/green-view-public-school/
greenway-international-school-vivek-vihar,"A-Block, Phase I, Vivek Vihar New Delhi - 110095, Delhi, India",(011)-22592678,https://targetstudy.com/school/78348/greenway-international-school-vivek-vihar/
greenway-modern-school-jhilmil-colony,"A-210, Jhilmil Colony New Delhi - 110095, Delhi, India",(011)-22140795,https://targetstudy.com/school/78347/greenway-modern-school-jhilmil-colony/
guru-angad-public-school,"A - Block, Near Singh Sabha Gurudwara, Ashok Vihar, Phase-I New Delhi - 110052, Delhi, India","(011)-27418352, 27231520",https://targetstudy.com/school/50036/guru-angad-public-school/
guru-gobind-singh-public-school,"12-Block, Tilak Nagar New Delhi - 110018, Delhi, India",(011)-25991982,https://targetstudy.com/school/61517/guru-gobind-singh-public-school/
guru-harkishan-public-school,"Rana Pratap Bagh New Delhi - 110033, Delhi, India",(011)-27117451,https://targetstudy.com/school/69584/guru-harkishan-public-school/
guru-harkishan-public-school,"Loni Road, Shahdara New Delhi - 110094, Delhi, India","(011)-22810069, 22802580, 22810573",https://targetstudy.com/school/69586/guru-harkishan-public-school/
guru-harkishan-public-school,"Vasant Vihar New Delhi - 110057, Delhi, India","(011)-26142152, 26145754",https://targetstudy.com/school/36698/guru-harkishan-public-school/
guru-harkrishan-public-school-ghps-punjabi-bagh,"Punjabi Bagh New Delhi - 110026, Delhi, India","(011)-25224201, 25220794",https://targetstudy.com/school/78532/guru-harkrishan-public-school-ghps-punjabi-bagh/
guru-harkishan-public-school,"Hemkunt Colony New Delhi - 110048, Delhi, India","(011)-26224103, 26224605",https://targetstudy.com/school/2304/guru-harkishan-public-school/
guru-harkrishan-public-school-ghps-nanak-pio,"Nanak Piao, Rana Pratap Bagh New Delhi - 110033, Delhi, India","(011)-27117451, 27135740",https://targetstudy.com/school/78529/guru-harkrishan-public-school-ghps-nanak-pio/
guru-harkishan-public-school,"Punjabi Bagh New Delhi - 110026, Delhi, India","(011)-25224201, 25220794",https://targetstudy.com/school/29820/guru-harkishan-public-school/
guru-harkishan-public-school,"Hardhyan Singh Road, Karol Bagh New Delhi - 110005, Delhi, India",(011)-28755999,https://targetstudy.com/school/37396/guru-harkishan-public-school/
guru-nanak-girls-senior-secondary-school,"Subzi Mandi, Singh Sabha Road New Delhi - 110001, Delhi, India","(011)-23822001, 22912018",https://targetstudy.com/school/71610/guru-nanak-girls-senior-secondary-school/
guru-nanak-model-school,"Kucha Kali Masjid, Bazar Sita Ram Delhi - 110006, Delhi, India",(011)-23263622,https://targetstudy.com/school/47083/guru-nanak-model-school/
guru-nanak-public-school-pitam-pura,"Pitam Pura New Delhi - 110034, Delhi, India","(011)-27017260, 27011487",https://targetstudy.com/school/78349/guru-nanak-public-school-pitam-pura/
guru-nanak-public-school,"West Avenue, Punjabi Bagh Delhi - 110026, Delhi, India","(011)-45033805, 45730948",https://targetstudy.com/school/2027/guru-nanak-public-school/
guru-nanak-public-school,"G-8 Area, Rajouri Garden, Opposite DDA Sports Complex, Hari Nagar Delhi - 110064, Delhi, India","(011)-45140591, 45140596",https://targetstudy.com/school/2342/guru-nanak-public-school/
guru-teg-bahadur-public-school,"Model Town, Northex, Zone C-19, Behind M-Block Delhi - 110009, Delhi, India",(011)-27460656,https://targetstudy.com/school/34351/guru-teg-bahadur-public-school/
guru-tegh-bahadur-3rd-centenary-public-school,"C Block, Mansarover Garden New Delhi - 110015, Delhi, India",(011)-46575555,https://targetstudy.com/school/31936/guru-tegh-bahadur-3rd-centenary-public-school/
gurusharan-convent-sr-sec-school,"GH-9, Paschim Vihar, Near Tele","Exchange   New Delhi - 1100087, Delhi, India",https://targetstudy.com/school/31649/gurusharan-convent-sr-sec-school/
gyan-bharati-school,"Saket New Delhi - 110017, Delhi, India","(011)-47056430, 46586284",https://targetstudy.com/school/2036/gyan-bharati-school/
gyan-ganga-vidyapeeth,"Block A-2/35, Sector 17, Rohini New Delhi - 10085, Delhi, India",(011)-5515684,https://targetstudy.com/school/34355/gyan-ganga-vidyapeeth/
gyan-kunj-public-school,"Mahashay Mangat Ram Smarak Sthal, Main Road, Jonapur New Delhi - 110047, Delhi, India",_i,https://targetstudy.com/school/92992/gyan-kunj-public-school/
gyan-sagar-public-school,"P-Block, Raj Nagar II, Palam Colony New Delhi - 110077, Delhi, India","(011)-25364480, 25362207",https://targetstudy.com/school/29257/gyan-sagar-public-school/
gyandeep-vidya-bahwan,"C-10, Yamuna Vihar New Delhi - 110054, Delhi, India","(011)-41044048, 22916919, 41044048",https://targetstudy.com/school/41841/gyandeep-vidya-bahwan/
hakim-ajmal-khan-girls-sr-sec-school,"Bachchon-Ka-Ghar, Darya Ganj New Delhi - 11002, Delhi, India",(011)-23287375,https://targetstudy.com/school/37372/hakim-ajmal-khan-girls-sr-sec-school/
hansraj-model-school,"Road No. 73, Punjabi Bagh New Delhi - 110026, Delhi, India",(011)-45911500,https://targetstudy.com/school/36128/hansraj-model-school/
hans-raj-smarak-school,"Opposite Pocket - E, Dilshad Garden Delhi - 110095, Delhi, India",(011)-22588724,https://targetstudy.com/school/51783/hans-raj-smarak-school/
hansraj-smark-senior-secondary-school,"Opposite Pocket E, Dilshad Garden New Delhi - 110095, Delhi, India",(011)-22588724,https://targetstudy.com/school/71045/hansraj-smark-senior-secondary-school/
happy-english-school,"11/294 Geeta Colony, Main Patparganj Road New Delhi - 110031, Delhi, India",(011)-22411111,https://targetstudy.com/school/34966/happy-english-school/
happy-home-public-school,"Sector 11, Rohini New Delhi - 110085, Delhi, India","(011)-27570370, 27572745",https://targetstudy.com/school/31687/happy-home-public-school/
happy-model-school,"B-2, Janak Puri New Delhi - 110058, Delhi, India","(011)-25505865, 25506882",https://targetstudy.com/school/2373/happy-model-school/
happy-school,"Padam Chand Marg, Darya Ganj New Delhi - 110002, Delhi, India",(011)-23271695,https://targetstudy.com/school/2065/happy-school/
happy-school,"Near Jan Viklang Sansthan School Padamchand Marg, Daryaganj Indraprastha New Delhi - 110002, Delhi, India",(011)-23282695,https://targetstudy.com/school/2363/happy-school/
happy-sr-sec-school,"Bada Bazaar, Kashmere Gate Delhi - 110006, Delhi, India",_i,https://targetstudy.com/school/36582/happy-sr-sec-school/
harcourt-butler-sr-sec-school,"Near Birla, Mandir Marg, Gole Market New Delhi - 110001, Delhi, India",(011)-23363811,https://targetstudy.com/school/49998/harcourt-butler-sr-sec-school/
hari-krishna-public-school,"A-114-118, Mansa Ram Park, Near Metro Pillar No. 750, Uttam Nagar New Delhi - 110059, Delhi, India",_i,https://targetstudy.com/school/58192/hari-krishna-public-school/
haryana-shakti-sr-sec-school,"Kanjhawala Delhi - 110081, Delhi, India","(011)-27658733, 25470113",https://targetstudy.com/school/31704/haryana-shakti-sr-sec-school/
heera-public-school,"Samalkha, Gurgaon Road New Delhi - 110037, Delhi, India","(011)-41066914, 25063913",https://targetstudy.com/school/31706/heera-public-school/
hemnani-public-school,"Baba Nebhraj School Marg,  Lajpat Nagar I New Delhi - 110024, Delhi, India","(011)-40564274, 29813055",https://targetstudy.com/school/51596/hemnani-public-school/
hillgrove-public-school,"A-1, Safdarjung Enclave New Delhi - 110029, Delhi, India","(011)-26109739, 26105548",https://targetstudy.com/school/29267/hillgrove-public-school/
hillwoods-academy,"G-Block, Preet Vihar Delhi - 110092, Delhi, India","(011)-22524856, 22423310",https://targetstudy.com/school/31725/hillwoods-academy/
himalayan-public-senior-secondary-school,"D-12, Sector 7, Rohini New Delhi - 110085, Delhi, India","(011)-27046118, 27052223",https://targetstudy.com/school/55356/himalayan-public-senior-secondary-school/
hira-lal-jain-senior-secondary-school,"Sadar Bazar New Delhi - 110006, Delhi, India",(011)-23670021,https://targetstudy.com/school/37336/hira-lal-jain-senior-secondary-school/
hm-davsenior-secondary-school,"Daryaganj, Indraprastha Extension Delhi - 110002, Delhi, India",(011)-23263622,https://targetstudy.com/school/2362/hm-davsenior-secondary-school/
holy-child-auxilium-school,"Poorvi Marg, Vasant Vihar New Delhi - 110057, Delhi, India","(011)-40043789, 26147846",https://targetstudy.com/school/73937/holy-child-auxilium-school/
holy-child-senior-secondary-school,"St. Shiromani Maharshi Balinath Marg, Tagore Garden Delhi - 110027, Delhi, India","(011)-25193922, 25457879",https://targetstudy.com/school/29837/holy-child-senior-secondary-school/
holy-convent-senior-secondary-school,"Vikas Nagar, Hastsal, Ranhaulla Bridge New Delhi - 110059, Delhi, India",(011)-65453286,https://targetstudy.com/school/58351/holy-convent-senior-secondary-school/
holy-cross-school,"Najafgarh Delhi - 110043, Delhi, India",_i,https://targetstudy.com/school/41784/holy-cross-school/
holy-innocents-public-school,"C-Block, Vikaspuri New Delhi - 110018, Delhi, India","(011)-25614667, 65487987",https://targetstudy.com/school/29786/holy-innocents-public-school/
holy-international-senior-secondary-school,"Om Vihar, Phase - V, Uttam Nagar New Delhi - 110059, Delhi, India",(011)-25374700,https://targetstudy.com/school/91689/holy-international-senior-secondary-school/
hope-hall-foundation-school,"Sector 7, R.K. Puram, Opposite CRPF Camp New Delhi - 110022, Delhi, India","(011)-26197629, 26177628",https://targetstudy.com/school/37288/hope-hall-foundation-school/
indira-ideal-school,"C-3, Janakpuri Delhi - 110058, Delhi, India","(011)-25594459, 41587994, 41587995",https://targetstudy.com/school/2374/indira-ideal-school/
indira-ideal-senor-secondary-school,"C-3, Janak Puri New Delhi - 110058, Delhi, India","(011)-25594459, 41587994/5",https://targetstudy.com/school/2129/indira-ideal-senor-secondary-school/
indraprastha-hindu-girls-senior-secondary-school,"Jama Masjid Delhi - 110006, Delhi, India","(011)-23262559, 22528795",https://targetstudy.com/school/37270/indraprastha-hindu-girls-senior-secondary-school/
indraprastha-international-school,"Sector 10, Dwarka Delhi - 110075, Delhi, India","(011)-25073111, 25073222",https://targetstudy.com/school/2088/indraprastha-international-school/
indraprastha-convent-sr-sec-school,"A-3, Rajeev Nagar, Begumpur (Opposite Rohini Sector 22) Delhi - 110086, Delhi, India",(011)-27582780,https://targetstudy.com/school/31839/indraprastha-convent-sr-sec-school/
indraprastha-world-school,"A-2, Block Paschim Vihar New Delhi - 110063, Delhi, India","(011)-25256985, 25258210",https://targetstudy.com/school/29269/indraprastha-world-school/
international-happy-school,"461/A, Bhola Nath Nagar, Opp. Shalimar Park Ramlila Ground, Shahdara New Delhi - 110032, Delhi, India","(011)-22392314, 22306292",https://targetstudy.com/school/37702/international-happy-school/
itl-public-school,"Sector 9, Dwarka New Delhi - 110075, Delhi, India","(011)-25071251, 25071253",https://targetstudy.com/school/2083/itl-public-school/
jagannath-international-school,"D-Block, Pushpanjali Enclave, Pitampura New Delhi - 110034, Delhi, India","(011)-27017118, 27011560",https://targetstudy.com/school/51475/jagannath-international-school/
